date,commodity,unit,pct_of_parity,pct_footnote,parity_price_ocr,parity_footnote,is_report_month,confidence,issues,source_pdf,source_page,raw_line,bbox_left,bbox_top,bbox_right,bbox_bottom,bbox_dpi
1967-08,wheat,$/bushel,60,,2061.0,,False,review_computed,"computed=60 (mkt=1.41, par=2.368103588907015); ocr_was=54",AgriPric-09-29-1967.pdf,5,"Wheat, Per bie sosesucacecensecDOlet 2760 2e61 2061 2261 66 54 53",477,1570,2928,1626,400
1968-02,wheat,$/bushel,61,,2059.0,,False,review_computed,"only 2/3 pct values; computed=61 (mkt=1.42, par=2.314860602360602); ocr_was=55",AgriPric-02-28-1969.pdf,5,"Wheat, per Pile seccaccescneseense DOlet e738 2059 2. 68 2269 55 47 - 48",411,1484,2914,1541,400
1968-02,wheat,$/bushel,61,,259.0,,False,review_computed,"computed=61 (mkt=1.42, par=2.314860602360602); ocr_was=55",AgriPric-03-29-1968.pdf,5,"Wheat, per bus eaccecercecsssesees DOL, ? ™ «744 2.58 2e59 2.60 62 55 55",443,1542,2938,1599,400
1968-11,wheat,$/bushel,55,,2.67,,False,review_computed,"computed=55 (mkt=1.29, par=2.361828788495455); ocr_was=48",AgriPric-11-28-1969.pdf,5,"wheat, pep bu. Cavcenecccccecsncess LOls$ e738 2.67 2077 2,78 48 46 46",439,1206,2918,1275,400
1969-01,wheat,$/bushel,56,,2.0,,False,review_computed,"only 2/3 pct values; computed=56 (mkt=1.27, par=2.285); ocr_was=47",AgriPric-02-28-1969.pdf,5,"Wheat, per Pile seccaccescneseense DOlet e738 2059 2. 68 2269 55 47 - 48",411,1484,2914,1541,400
1969-02,wheat,$/bushel,55,,2.69,,False,review_computed,"computed=55 (mkt=1.28, par=2.3107464788732397); ocr_was=48",AgriPric-02-27-1970.pdf,5,"All wheat, per bu. eee eee eS ee ee ee Dol.: 724 2.69 2.7? 2.79 48 47 47",455,1274,2858,1334,400
1969-02,wheat,$/bushel,55,,2.69,,False,review_computed,"computed=55 (mkt=1.28, par=2.3107464788732397); ocr_was=48",AgriPric-04-01-1969.pdf,5,"Wheat, por Due Sees eevepeegzneneesee Dol. 3 e738 2.60 2.69 2e7e 55 48 47",495,1284,2824,1333,400
1969-05,wheat,$/bushel,54,,2.76,,False,review_computed,"pct values span wide range; computed=54 (mkt=1.28, par=2.375112676056338); ocr_was=46",AgriPric-05-28-1970.pdf,5,"ATT wheat, per Bus @ounesecoseaceena Dole’ 0/24 2,76 2.81 2.681 46 47 a7",421,1172,2886,1269,400
1969-05,wheat,$/bushel,54,,2078.0,,False,review_computed,"only 1/3 pct values; computed=54 (mkt=1.28, par=2.375112676056338); ocr_was=46",AgriPric-06-30-1969.pdf,5,"Wheat, por bie aeneeacanceoses Dole: 4 0736 2-63 2078 ae aid 46 _",391,1456,2984,1559,400
1969-07,wheat,$/bushel,49,,2076.0,,False,review_computed,"pct values span wide range; computed=49 (mkt=1.15, par=2.3622394366197184); ocr_was=42",AgriPric-08-29-1969.pdf,5,"Wheat, per bue acecoccccccnesesesecen DOlLef e736 02663 2076 2e/5 6 42 43",483,1352,2934,1417,400
1969-09,wheat,$/bushel,52,,2.78,,False,review_computed,"pct=5_likely_truncated; computed=52 (mkt=1.24, par=2.3622394366197184); ocr_was=5",AgriPric-09-30-1970.pdf,5,"ALL wheat, per Pile eecccceccencsacvecs LOLs} My Teh 2.78 2 8 2.85 5 6 kg",403,1266,2916,1375,400
1969-09,wheat,$/bushel,52,,2.66,,False,review_computed,"only 2/3 pct values; computed=52 (mkt=1.24, par=2.3622394366197184); ocr_was=45",AgriPric-10-30-1969.pdf,5,"Wheat, per yu. Heoahensesaesenonere Dole, 2738 2,66 2076 Zell 47 45 46",411,1398,2804,1461,400
1970-06,wheat,$/bushel,52,,2.82,,False,review_computed,"computed=52 (mkt=1.23, par=2.3594563492063494); ocr_was=44",AgriPric-06-30-1971.pdf,5,"Wheat, per bu. Dol.: 71 2.82 2.92 2.93 44 49 50",411,1242,2776,1289,400
1970-08,wheat,$/bushel,56,,,,False,review_computed,"computed=56 (mkt=1.31, par=2.3594563492063494); ocr_was=46",AgriPric-08-30-1971.pdf,5,"All wheat, per bu. Dol.: 7112.82 2.92 2.93 46 46 44",363,1258,2856,1314,400
1970-08,wheat,$/bushel,56,,2.0,,False,review_computed,"pct=6_likely_truncated; computed=56 (mkt=1.31, par=2.3594563492063494); ocr_was=6",AgriPric-09-30-1970.pdf,5,"ALL wheat, per Pile eecccceccencsacvecs LOLs} My Teh 2.78 2 8 2.85 5 6 kg",403,1266,2916,1375,400
1971-02,wheat,$/bushel,60,,2.87,,False,review_computed,"computed=60 (mkt=1.41, par=2.337446310035142); ocr_was=49",AgriPric-02-29-1972.pdf,5,"All Wheat, per bu. Del. : 699 2.87 2.94 2.96 49 ""45 45",389,1232,2790,1285,400
1971-03,wheat,$/bushel,59,,2.87,,False,review_computed,"computed=59 (mkt=1.39, par=2.337446310035142); ocr_was=48",AgriPric-03-30-1972.pdf,5,"All wheat, per bu. Dol.: 699 2,87 2.96 2.96 48 45 45",451,1212,2948,1259,400
1971-03,wheat,$/bushel,59,,2.87,,False,review_computed,"computed=59 (mkt=1.39, par=2.337446310035142); ocr_was=48",AgriPric-04-30-1971.pdf,5,"Wheat, per bu. Dol.: 711 2.82 2.87 2.89 47 48 48",339,1236,2848,1295,400
1971-07,wheat,$/bushel,57,,2.92,,False,review_computed,"computed=57 (mkt=1.34, par=2.361056878823376); ocr_was=46",AgriPric-07-31-1972.pdf,5,"All wheat, per bu. Dol.: .699 2,92 3,02 3.03 46 44 44",237,1200,2749,1259,400
1971-07,wheat,$/bushel,57,,2.92,,False,review_computed,"computed=57 (mkt=1.34, par=2.361056878823376); ocr_was=46",AgriPric-08-30-1971.pdf,5,"All wheat, per bu. Dol.: 7112.82 2.92 2.93 46 46 44",363,1258,2856,1314,400
1972-01,wheat,$/bushel,58,,2.94,,False,review_computed,"pct values span wide range; computed=58 (mkt=1.33, par=2.3077743979721173); ocr_was=45",AgriPric-01-30-1973.pdf,5,"All wheat, per bu. Dol.: .680 2.94 3,14 3,11 45 76 77",233,1148,2787,1201,400
1972-01,wheat,$/bushel,58,,2.94,,False,review_computed,"computed=58 (mkt=1.33, par=2.3077743979721173); ocr_was=45",AgriPric-02-29-1972.pdf,5,"All Wheat, per bu. Del. : 699 2.87 2.94 2.96 49 ""45 45",389,1232,2790,1285,400
1972-12,wheat,$/bushel,97,,3.14,,False,review_computed,"pct values span wide range; computed=97 (mkt=2.38, par=2.4590120405576683); ocr_was=76",AgriPric-01-30-1973.pdf,5,"All wheat, per bu. Dol.: .680 2.94 3,14 3,11 45 76 77",233,1148,2787,1201,400
1973-06,wheat,$/bushel,87,,3.39,,False,review_computed,"computed=87 (mkt=2.43, par=2.7856122088920254); ocr_was=72",AgriPric-06-28-1974.pdf,5,"All wheat, per bu. Dol.: -686 3.39 3.87 3.89 72 91 92",349,1236,2861,1287,400
1973-08,wheat,$/bushel,152,,3.51,,False,review_computed,"computed=152 (mkt=4.45, par=2.9206721947776995); ocr_was=127",AgriPric-08-30-1974.pdf,5,"All wheat, per bu. Dol.: «68! 3.51 3.93 4,05 127 103 105",355,1316,2885,1375,400
1973-09,wheat,$/bushel,162,,2.48,,False,review_computed,"computed=162 (mkt=4.62, par=2.8475147024229597); ocr_was=133",AgriPric-09-30-1974.pdf,5,"“AIT wheat, per bu. Dol.: 686 2.48 4.95 4.10 133 105 105",333,1300,2919,1365,400
1973-09,wheat,$/bushel,162,,3.48,,False,review_computed,"pct values span wide range; computed=162 (mkt=4.62, par=2.8475147024229597); ocr_was=133",AgriPric-10-31-1973.pdf,5,"All wheat, per bu. Dol.? .680 4.08 3.48 3.50 61 133 121",263,1302,2770,1355,400
1974-01,wheat,$/bushel,161,,3.69,,False,review_computed,"pct values span wide range; computed=161 (mkt=5.29, par=3.2791834524583066); ocr_was=143",AgriPric-01-31-1975.pdf,5,"ALL WHEAT, PER BU. NOL.: 0724 3.69 4.21 4.43 143 110 93",203,1283,2707,1341,400
1974-01,wheat,$/bushel,161,,3.69,,False,review_computed,"pct values span wide range; computed=161 (mkt=5.29, par=3.2791834524583066); ocr_was=143",AgriPric-02-28-1974.pdf,5,"All wheat, per bu. Dol.: 686 3.16 3,69 3.74 62 143 148",389,1188,2870,1255,400
1974-03,wheat,$/bushel,150,,3.77,,False,review_computed,"pct values span wide range; computed=150 (mkt=4.96, par=3.309772850335716); ocr_was=132",AgriPric-03-31-1975.pdf,5,"WHEAT, PER BU. DOL. : 724 3.77 4.45 4.43 132 89 82",343,1254,2873,1299,400
1974-04,wheat,$/bushel,118,,3.86,,False,review_computed,"computed=118 (mkt=3.98, par=3.364833766515053); ocr_was=103",AgriPric-04-30-1975.pdf,5,"WHEAT, PER BU. DOL. : .724 3.86 4.43 4.50 103 82 82",281,1314,2807,1355,400
1974-04,wheat,$/bushel,118,,3.86,,False,review_computed,"pct values span wide range; computed=118 (mkt=3.98, par=3.364833766515053); ocr_was=103",AgriPric-05-31-1974.pdf,5,"All wheat, per bu, Dol.? 686 3.32 3.86 3.87 é5 103 91",281,1324,2807,1388,400
1974-07,wheat,$/bushel,119,,3.93,,False,review_computed,"pct values span wide range; computed=119 (mkt=4.04, par=3.389305284816981); ocr_was=103",AgriPric-07-31-1975.pdf,5,"WHEAT, PER BU DOL : .724 3.93 4,58 4.60 103 64 72",249,1278,2809,1329,400
1974-07,wheat,$/bushel,119,,3.93,,False,review_computed,"computed=119 (mkt=4.04, par=3.389305284816981); ocr_was=103",AgriPric-08-30-1974.pdf,5,"All wheat, per bu. Dol.: «68! 3.51 3.93 4,05 127 103 105",355,1316,2885,1375,400
1974-12,wheat,$/bushel,131,,4.21,,False,review_computed,"pct values span wide range; computed=131 (mkt=4.65, par=3.560605912930474); ocr_was=110",AgriPric-01-31-1975.pdf,5,"ALL WHEAT, PER BU. NOL.: 0724 3.69 4.21 4.43 143 110 93",203,1283,2707,1341,400
1975-06,wheat,$/bushel,74,,4.58,,False,review_computed,"computed=74 (mkt=2.92, par=3.9355554712783176); ocr_was=64",AgriPric-06-29-1976.pdf,5,"“WHEAT, PER BU. DOL. : = .739 4,58 4.83 4.90 64 71 70",249,1266,2671,1331,400
1975-06,wheat,$/bushel,74,,4.58,,False,review_computed,"pct values span wide range; computed=74 (mkt=2.92, par=3.9355554712783176); ocr_was=64",AgriPric-07-31-1975.pdf,5,"WHEAT, PER BU DOL : .724 3.93 4,58 4.60 103 64 72",249,1278,2809,1329,400
1976-05,wheat,$/bushel,81,,4.83,,False,review_computed,"pct values span wide range; pct=7_likely_truncated; computed=81 (mkt=3.43, par=4.230763729977116); ocr_was=7",AgriPric-05-31-1977.pdf,5,"“WHEAT, PER BU. DOL.: 733 4.83 5.08 5.09 7) 47 45",273,1311,2799,1374,400
1976-05,wheat,$/bushel,81,,4.83,,False,review_computed,"computed=81 (mkt=3.43, par=4.230763729977116); ocr_was=71",AgriPric-06-29-1976.pdf,5,"“WHEAT, PER BU. DOL. : = .739 4,58 4.83 4.90 64 71 70",249,1266,2671,1331,400
1977-01,wheat,$/bushel,57,,4.9,,False,review_computed,"computed=57 (mkt=2.43, par=4.2908421100008995); ocr_was=50",AgriPric-01-31-1978.pdf,5,"“WHEAT, PER BU. DOL.: .708 4.90 5.05 5.00 50 4g 51",437,1311,2647,1384,400
1977-01,wheat,$/bushel,57,,4.9,,False,review_computed,"computed=57 (mkt=2.43, par=4.2908421100008995); ocr_was=50",AgriPric-02-28-1977.pdf,5,"“WHEAT, PER BU. DOL. : 733 4.86 4.90 4.98 75 50 49",245,1277,2795,1342,400
1977-04,wheat,$/bushel,54,,5.08,,False,review_computed,"pct values span wide range; computed=54 (mkt=2.37, par=4.418166801692321); ocr_was=47",AgriPric-05-31-1977.pdf,5,"“WHEAT, PER BU. DOL.: 733 4.83 5.08 5.09 7) 47 45",273,1311,2799,1374,400
1977-07,wheat,$/bushel,46,,5.05,,False,review_computed,"computed=46 (mkt=2.04, par=4.405434332523178); ocr_was=40",AgriPric-07-31-1978.pdf,5,"WHEAT, PER BU DOL : 708 5.05 5.29 5.30 40 53 52",269,1320,2797,1365,400
1977-07,wheat,$/bushel,46,,5.05,,False,review_computed,"pct values span wide range; computed=46 (mkt=2.04, par=4.405434332523178); ocr_was=40",AgriPric-08-31-1977.pdf,5,"WHEAT, PER BU. DOL. : .733 4.90 5.05 5.03 6] 40 40",461,1496,2707,1547,400
1977-12,wheat,$/bushel,56,,5.05,,False,review_computed,"computed=56 (mkt=2.47, par=4.405434332523178); ocr_was=49",AgriPric-01-31-1978.pdf,5,"“WHEAT, PER BU. DOL.: .708 4.90 5.05 5.00 50 4g 51",437,1311,2647,1384,400
1978-04,wheat,$/bushel,61,,5.21,,False,review_computed,"computed=61 (mkt=2.82, par=4.656812059415912); ocr_was=54",AgriPric-05-31-1978.pdf,5,"“WHEAT, PER BU. DOL.: .708 5.09 5.21 5.27 43 54 53",213,1403,2775,1463,400
1978-12,wheat,$/bushel,62,,5.45,,False,review_computed,"computed=62 (mkt=3.01, par=4.871644637462236); ocr_was=55",AgriPric-01-31-1979.pdf,5,"WHEAT, PER BU DOL : .708 5.00 5.45 5.61 51 55 54",379,1334,2881,1385,400
1979-04,wheat,$/bushel,56,,5.9,,False,review_computed,"computed=56 (mkt=3.01, par=5.329319167053724); ocr_was=51",AgriPric-04-30-1980.pdf,5,"WHEAT, PER BU : 690 5.90 6.43 6.43 51 57 53",303,1422,2767,1471,400
1979-05,wheat,$/bushel,60,,5.95,,False,review_computed,"computed=60 (mkt=3.2, par=5.361079114413997); ocr_was=54",AgriPric-05-30-1980.pdf,5,"WHEAT, PER BU > 690 5.95 6.43 6.46 54 56 56",443,1398,3029,1439,400
1979-05,wheat,$/bushel,60,,5.95,,False,review_computed,"computed=60 (mkt=3.2, par=5.361079114413997); ocr_was=54",AgriPric-06-29-1979.pdf,5,"“WHEAT, PER BU. DOL.: .708 5.29 5,95 5.98 53 54 62",255,1328,2803,1381,400
1979-07,wheat,$/bushel,72,,5.98,,False,review_computed,"computed=72 (mkt=3.89, par=5.43730298807865); ocr_was=65",AgriPric-08-31-1979.pdf,5,"“WHEAT, PER BU. : .700 5.30 5.98 5.96 54 65 62",271,1357,2779,1419,400
1979-12,wheat,$/bushel,68,,6.16,,False,review_computed,"computed=68 (mkt=3.81, par=5.602454714352067); ocr_was=62",AgriPric-01-31-1980.pdf,5,"WHEAT, PER BU .690 5.61 6.16 6.27 53 62 58",419,1326,2993,1375,400
1980-07,wheat,$/bushel,62,,6.57,,False,review_computed,"computed=62 (mkt=3.81, par=6.108106615009327); ocr_was=58",AgriPric-08-29-1980.pdf,10,"“WHEAT, FER BU : -690 5.96 6.57 6.65 63 58 58",411,1358,2943,1422,400
1980-11,wheat,$/bushel,68,,6.81,,False,review_computed,"computed=68 (mkt=4.32, par=6.3205065289137625); ocr_was=63",AgriPric-11-30-1981.pdf,10,"“WHEAT, PER BU : .684 6.81 7.10 7.11 63 53 53",255,1130,2985,1181,400
1980-12,wheat,$/bushel,66,,6.84,,False,review_computed,"computed=66 (mkt=4.22, par=6.3462519730233895); ocr_was=62",AgriPric-01-30-1981.pdf,10,"WHEAT, PER BU : -684 6.27 6.84 6.95 60 62 61",209,1170,2953,1225,400
1981-04,wheat,$/bushel,61,,7.09,,False,review_computed,"pct values span wide range; computed=61 (mkt=4.07, par=6.713280312124849); ocr_was=57",AgriPric-04-30-1982.pdf,10,"WHEAT, PER BU : «677 7.09 7.22 7.22 57 5} 51",285,1208,3031,1259,400
1981-07,wheat,$/bushel,54,,7.1,,False,review_computed,"pct values span wide range; pct=5_likely_truncated; computed=54 (mkt=3.62, par=6.739225356809389); ocr_was=5",AgriPric-08-31-1981.pdf,10,"WHEAT, PER BU : 684 6.65 7.10 7.11 59 5] 51",233,1174,2947,1227,400
1984-06,wheat,$/bushel,51,,7.5,,False,review_computed,"computed=51 (mkt=3.46, par=6.802321492007105); ocr_was=46",AgriPric-06-28-1985.pdf,10,"ALL WHEAT, BU : ~626 7.50 7.09 7.07 | 46 46 44",337,1092,2909,1137,400
1984-06,wheat,$/bushel,51,,7.5,,False,review_computed,"computed=51 (mkt=3.46, par=6.802321492007105); ocr_was=46",AgriPric-07-31-1984.pdf,10,"WHEAT, PER BU : *,659 7.39 7.50 7.57 45 46 44",381,1312,2845,1359,400
1984-12,wheat,$/bushel,50,,7.45,,False,review_computed,"computed=50 (mkt=3.38, par=6.7483348134991115); ocr_was=45",AgriPric-01-31-1985.pdf,10,"WHEAT, PER BU : -626 7.42 7.45 (7.07 47 45 48",301,1112,2933,1169,400
1985-07,wheat,$/bushel,46,,7.02,,False,review_computed,"computed=46 (mkt=2.93, par=6.435919100602688); ocr_was=42",AgriPric-07-31-1986.pdf,8,"ALL WHEAT, BU : *.611 7.02 6.72 6.77 42 37 34",409,1082,3005,1131,400
1985-07,wheat,$/bushel,46,,7.02,,False,review_computed,"computed=46 (mkt=2.93, par=6.435919100602688); ocr_was=42",AgriPric-08-30-1985.pdf,10,"ALL WHEAT, BU 3 ~624 7.47 7.02 6.99 46 42 41",411,1150,3023,1201,400
1985-12,wheat,$/bushel,51,,7.0,,False,review_computed,"computed=51 (mkt=3.25, par=6.430131403569772); ocr_was=46",AgriPric-01-31-1986.pdf,10,"ALL WHEAT, BU : -610 7.07 7.00 6.84 48 46 45",417,1114,2909,1157,400
1988-02,wheat,$/bushel,40,,6.98,,False,review_computed,"computed=40 (mkt=, par=); ocr_was=40",AgriPric-02-28-1989.pdf,8,"ALL WHEAT, BU : .620 6.98 7.45 7.45 40 54 54",359,1384,2937,1433,400
1988-02,wheat,$/bushel,40,,6.98,,False,review_computed,"computed=40 (mkt=, par=); ocr_was=40",AgriPric-03-30-1988.pdf,8,"ALL WHEAT, BU : ~613 6.59 6.98 6.°8 39 40 38",417,1240,2887,1283,400
1988-10,wheat,$/bushel,58,,7.36,,False,review_computed,"computed=58 (mkt=3.84, par=6.588521063024518); ocr_was=52",AgriPric-10-31-1989.pdf,8,"ALL WHEAT, BU .619 7.36 7.59 7.60 52 49 #50 ;",275,1062,3225,1119,400
1988-10,wheat,$/bushel,58,,7.36,,False,review_computed,"computed=58 (mkt=3.84, par=6.588521063024518); ocr_was=52",AgriPric-11-30-1988.pdf,8,"ALL WHEAT, BU : .614 6.89 7.36 7.36 39 52 53",345,1212,2913,1259,400
1989-01,wheat,$/bushel,60,,7.45,,False,review_computed,"computed=60 (mkt=4.02, par=6.666380123617438); ocr_was=54",AgriPric-01-31-1990.pdf,8,"ALL WHEAT, BU : 621 7.45 7.60 7.71 54 50 50",429,1132,3017,1185,400
1989-01,wheat,$/bushel,60,,7.45,,False,review_computed,"computed=60 (mkt=4.02, par=6.666380123617438); ocr_was=54",AgriPric-02-28-1989.pdf,8,"ALL WHEAT, BU : .620 6.98 7.45 7.45 40 54 54",359,1384,2937,1433,400
1989-08,wheat,$/bushel,49,,7.59,,False,review_computed,"computed=49 (mkt=, par=); ocr_was=49",AgriPric-08-31-1990.pdf,8,"ALL WHEAT, BU ; 621 7.59 7.86 7.86 49 35 33",357,1208,2871,1259,400
1989-08,wheat,$/bushel,49,,7.59,,False,review_computed,"computed=49 (mkt=, par=); ocr_was=49",AgriPric-09-29-1989.pdf,8,"ALL WHEAT, BU : .619 7.26 7.59 7.59 52 49 50",343,1200,2917,1251,400
1989-12,wheat,$/bushel,50,,7.6,,False,review_computed,"computed=50 (mkt=, par=); ocr_was=50",AgriPric-01-31-1990.pdf,8,"ALL WHEAT, BU : 621 7.45 7.60 7.71 54 50 50",429,1132,3017,1185,400
1990-04,wheat,$/bushel,52,,7.82,,False,review_computed,"computed=52 (mkt=3.49, par=6.675053097345133); ocr_was=45",AgriPric-04-30-1991.pdf,19,"ALL WHEAT, BU : 608 7.82 7.84 7.93 45 32 33",337,1164,2907,1225,400
1990-04,wheat,$/bushel,52,,7.82,,False,review_computed,"computed=52 (mkt=3.49, par=6.675053097345133); ocr_was=45",AgriPric-05-31-1990.pdf,8,"ALL WHEAT, BU : .621 7.56 7.82 7.82 53 45 44",423,1120,2921,1171,400
1990-07,wheat,$/bushel,42,,7.86,,False,review_computed,"only 1/3 pct values; pct=35_possibly_garbled; computed=42 (mkt=2.79, par=6.706991150442478); ocr_was=35",AgriPric-07-31-1991.pdf,19,"All Wheat, Bu : .621 7.86 7.93 8.07 35 32031",373,1048,2903,1115,400
1990-07,wheat,$/bushel,42,,7.86,,False,review_computed,"pct=35_possibly_garbled; computed=42 (mkt=2.79, par=6.706991150442478); ocr_was=35",AgriPric-08-31-1990.pdf,8,"ALL WHEAT, BU ; 621 7.59 7.86 7.86 49 35 33",357,1208,2871,1259,400
1990-10,wheat,$/bushel,36,,8.02,,False,review_computed,"pct=30_possibly_garbled; computed=36 (mkt=2.43, par=6.829420353982301); ocr_was=30",AgriPric-11-30-1990.pdf,8,"ALL WHEAT, BU : -621 7.60 8.02 8.02 49 30 29",463,1116,2811,1173,400
1990-12,wheat,$/bushel,30,,8.02,,False,review_computed,"pct=30_possibly_garbled; computed=30 (mkt=, par=); ocr_was=30",AgriPric-01-31-1991.pdf,8,"ALL WHEAT, BU : 608 7.71 8.02 7.84 48 30 30",381,1158,2919,1211,400
1991-02,wheat,$/bushel,31,,7.84,,False,review_computed,"pct values span wide range; pct=31_possibly_garbled; computed=31 (mkt=, par=); ocr_was=31",AgriPric-02-28-1992.pdf,19,"All Wheat, Bu : -603 7.84 7.81 7.81 31 45 5]",413,1200,2857,1267,400
1991-06,wheat,$/bushel,32,,7.93,,False,review_computed,"pct=32_possibly_garbled; computed=32 (mkt=, par=); ocr_was=32",AgriPric-06-29-1992.pdf,19,"All Wheat, Bu : 603 7.93 7.93 7.93 32 46 43",461,1152,2835,1215,400
1991-07,wheat,$/bushel,38,,8.07,,False,review_computed,"pct=31_possibly_garbled; computed=38 (mkt=2.5, par=6.570165786384978); ocr_was=31",AgriPric-07-31-1992.pdf,19,"All Wheat, Bu > .611 8.07 7.93 8.07 31 43 40",405,1196,2827,1259,400
1991-07,wheat,$/bushel,38,,8.07,,False,review_computed,"pct=31_possibly_garbled; computed=38 (mkt=2.5, par=6.570165786384978); ocr_was=31",AgriPric-08-30-1991.pdf,19,"All Wheat, Bu : .621 7.86 8.07 8.07 33 31 33",459,1290,2903,1355,400
1991-10,wheat,$/bushel,47,,8.09,,False,review_computed,"only 2/3 pct values; pct=38_possibly_garbled; computed=47 (mkt=3.07, par=6.570165786384978); ocr_was=38",AgriPric-10-30-1992.pdf,19,"All Wheat, Bu : 611 8.09 8.07 8.09 38 40 4]",407,1160,2963,1223,400
1991-10,wheat,$/bushel,47,,8.09,,False,review_computed,"pct=38_possibly_garbled; computed=47 (mkt=3.07, par=6.570165786384978); ocr_was=38",AgriPric-11-27-1991.pdf,19,"All Wheat, Bu : -621 8.02 8.09 8.09 30 38 40",485,1088,2865,1151,400
1991-12,wheat,$/bushel,43,,8.09,,False,review_computed,"computed=43 (mkt=, par=); ocr_was=43",AgriPric-01-31-1992.pdf,19,"All Wheat, Bu : .603 7.84 8.09 7.81 31 43 48",421,1108,2793,1163,400
1992-10,wheat,$/bushel,49,,8.09,,False,review_computed,"computed=49 (mkt=3.22, par=6.629979282868526); ocr_was=40",AgriPric-10-29-1993.pdf,22,"All Wheat, Bu > °— .613 8.09 8.31 8.37 40 37 38",431,1152,3005,1219,400
1992-10,wheat,$/bushel,49,,8.09,,False,review_computed,"computed=49 (mkt=3.22, par=6.629979282868526); ocr_was=40",AgriPric-11-30-1992.pdf,22,"All Wheat, Bu : 611 8.09 8.09 8.09 40 40 42",365,1142,2899,1207,400
1993-02,wheat,$/bushel,41,,8.15,,False,review_computed,"computed=41 (mkt=, par=); ocr_was=41",AgriPric-03-30-1993.pdf,22,"All Wheat, Bu : .613 7.81 8.15 8.15 48 41 40",419,1170,2985,1235,400
1993-12,wheat,$/bushel,43,,8.37,,False,review_computed,"only 2/3 pct values; computed=43 (mkt=, par=); ocr_was=43",AgriPric-01-31-1994.pdf,22,"All Wheat, Bu : .609 8.15 8.37 8.26 Al 43 44",435,1126,2999,1175,400
1994-12,wheat,$/bushel,45,,8.38,,False,review_computed,"computed=45 (mkt=, par=); ocr_was=45",AgriPric-01-31-1995.pdf,22,"All Wheat, Bu .611 8.26 8.38 8.54 43 45 42",407,1156,2975,1205,400
1995-12,wheat,$/bushel,65,,8.69,,False,review_computed,"computed=65 (mkt=4.88, par=7.525939808266543); ocr_was=56",AgriPric-12-30-1996.pdf,22,"All Wheat, Bu : -618 8.69 9.31 9.27 56 44 43",441,1110,2985,1155,400
1996-09,wheat,$/bushel,54,,9.31,,False,review_computed,"computed=54 (mkt=4.37, par=8.167936367823152); ocr_was=47",AgriPric-09-26-1997.pdf,22,"All Wheat, Bu : .623 9.31 9.51 9.47 47 37 38",429,1130,2996,1173,400
1996-09,wheat,$/bushel,54,,9.31,,False,review_computed,"computed=54 (mkt=4.37, par=8.167936367823152); ocr_was=47",AgriPric-10-31-1996.pdf,24,"All Wheat, Bu 2 -618 8.69 9.31 9.33 54 47 45",401,1110,2943,1153,400
1998-02,wheat,$/bushel,40,,9.57,,False,review_computed,"pct=34_possibly_garbled; computed=40 (mkt=3.27, par=8.268158066787368); ocr_was=34",AgriPric-02-26-1999.pdf,22,"All Wheat, Bu : -626 9.57 9.53 9.63 34 29 28",433,822,2993,867,400
1998-03,wheat,$/bushel,41,,9.52,,False,review_computed,"pct=35_possibly_garbled; computed=41 (mkt=3.33, par=8.215089016294508); ocr_was=35",AgriPric-03-30-1999.pdf,22,"All Wheat, Bu : -626 9.52 9.63 9.58 35 28 29",433,805,2993,850,400
1998-04,wheat,$/bushel,39,,9.66,,False,review_computed,"pct=33_possibly_garbled; computed=39 (mkt=3.18, par=8.193861396097365); ocr_was=33",AgriPric-04-30-1999.pdf,24,"All Wheat, Bu : -626 9.66 9.58 9.70 33 28 28",433,818,2993,863,400
1998-05,wheat,$/bushel,37,,9.61,,False,review_computed,"pct=32_possibly_garbled; computed=37 (mkt=3.06, par=8.172633775900222); ocr_was=32",AgriPric-05-28-1999.pdf,22,"All Wheat, Bu : 626 9.61 9.70 9.71 32 27 27",433,805,2993,850,400
1998-06,wheat,$/bushel,34,,9.56,,False,review_computed,"computed=34 (mkt=2.77, par=8.140792345604506); ocr_was=29",AgriPric-06-29-1999.pdf,22,"All Wheat, Bu : -626 9.56 9.71 9.67 29 26 26",433,805,2993,850,400
1998-07,wheat,$/bushel,32,,9.64,,False,review_computed,"computed=32 (mkt=2.56, par=8.103644010259506); ocr_was=27",AgriPric-07-30-1999.pdf,24,"All Wheat, Bu : 626 9.64 9.67 9.71 27 26 22",433,809,2992,854,400
1998-08,wheat,$/bushel,30,,9.65,,False,review_computed,"computed=30 (mkt=2.38, par=8.055881864815934); ocr_was=25",AgriPric-08-31-1999.pdf,22,"All Wheat, Bu : 626 9.65 9.71 9.67 25 23 25",433,818,2993,863,400
1998-09,wheat,$/bushel,30,,9.52,,False,review_computed,"computed=30 (mkt=2.39, par=7.992199004224502); ocr_was=25",AgriPric-09-29-1999.pdf,22,"All Wheat, Bu : 626 9.52 9.67 9.76 25 26 26",433,813,2993,858,400
1998-10,wheat,$/bushel,34,,9.52,,False,review_computed,"computed=34 (mkt=2.77, par=8.034654244618789); ocr_was=29",AgriPric-10-29-1999.pdf,24,"All Wheat, Bu : 626 9.52 9.76 9.68 29 26 26",433,822,2993,867,400
1998-11,wheat,$/bushel,37,,9.57,,False,review_computed,"pct=31_possibly_garbled; computed=37 (mkt=2.95, par=8.045268054717361); ocr_was=31",AgriPric-11-30-1999.pdf,22,"All Wheat, Bu : 626 9.57 9.68 9.78 31 27 26",433,813,2993,858,400
